Adam,Adam w/o bias correction
0.21286298861259967,0.11242195337860367
0.06357991141121912,0.04253578658382878
0.04637378395277771,0.031024778920627234
0.036473015966505415,0.023861349168675283
0.02959336024967707,0.018314956926161283
0.024165447179844757,0.014210509374301345
0.019794162848720705,0.010937880817947462
0.01640828961413128,0.009164779242879234
0.013844820879407835,0.007916742761204631
0.011925529413305382,0.006651518274657986
0.010734902557047697,0.005884519531197601
0.009351162658392422,0.005044798339359823
0.007976749604420224,0.0037748026220077216
0.007214879661196518,0.0036863620552163427
0.007667452231995051,0.0035897899987276786
0.006031975934701565,0.0029540609949309285
0.0051372268780913825,0.003963872251334456
0.004715651288123952,0.003326706404110117
0.004794113344421776,0.0030117788231122837
0.004436537117386224,0.0018435113709886833
0.003704336633899926,0.0030155240700755767
0.004306724350745077,0.0025197942230819523
0.003237112010972089,0.002517223851430002
0.003682082657325135,0.002083708599818775
0.003750760770182414,0.002247151503801893
0.003092317616237452,0.0014001333223417794
0.002360118279787071,0.0015067248871738993
0.0020361186284240792,0.0019419522490219914
0.003026585559344769,0.0027628898713601127
0.0028171147671720432,0.0010391236040903375
0.0018004274599145765,0.002753504846182269
0.0024462660791606796,0.001270346020386172
0.0016527150917196856,0.0007980122549377884
0.0027446073908739513,0.0008478077175677578
0.0023839648550820084,0.0033531800766314485
0.001692089913980783,0.0021455668956622286
0.001461237828327737,0.0013673421045723316
0.002858314898483879,0.001207191097886058
0.00214932799774589,0.0013371502033659884
0.0015965046816241897,0.0019037861136413055
0.0013676194193716319,0.0013070513823691071
0.0022184264899292034,0.00040137891560326197
0.002870401306833918,0.0028886955346464783
0.0013312089951785355,0.0005368701495799603
0.0015457212490811172,0.00033592886620142036
0.002692866969222444,7.912684622021066e-05
0.0018504315091458692,0.0029459795148947393
0.0008418305491723198,0.0028309604306097397
0.0016522195620550725,0.0007155489649748584
0.002315734621058701,0.0006060158646241339
0.0017061167169289179,0.0013497491830840786
0.0020152991889070037,0.0033452968922433137
0.0018492767636296176,0.0006400024122137343
0.0016197345039928358,0.00019177146602382392
0.0004201706218803929,0.0005315238809545302
0.0018994062358992758,0.002450421860548786
0.002673572203756725,0.0004904825771538117
0.001063851064726027,0.0011149762164534283
0.001574648736005755,0.0019085053051842965
0.0009136518722018816,0.0007205751375391535
0.0019031570864658685,8.91382646105327e-05
0.00127536002742913,9.51005294629205e-06
0.0006886096748356454,4.974516793102552e-06
0.0003028403174964047,3.1322820171056927e-06
0.002656688409543631,2.1897625814704775e-06
0.001143201273967759,1.6191925983378615e-06
0.0010460461677780936,1.2095105259980479e-06
0.0022406501783225966,8.833837184171159e-07
0.00125400179438281,6.355489478093392e-07
0.0012456226092948431,4.498079592403524e-07
0.0008053558847629282,3.1537717395644533e-07
0.00021686433806305857,2.1973604065351455e-07
0.002534912397402386,1.4956167331694097e-07
0.0005895407561605244,9.986710986581473e-08
1.565754519022583e-05,6.640352769591741e-08
5.83624707843684e-06,4.384547996361405e-08
3.8121271779850164e-06,2.8920578302936373e-08
2.8110487711794476e-06,1.896996056507162e-08
2.0814345450389224e-06,1.2532134542144254e-08
1.5185986874756168e-06,8.167435648433395e-09
1.0955731713251356e-06,5.309926484413011e-09
7.829745465264446e-07,3.5545137471867235e-09
5.526454947925648e-07,2.3908574950435273e-09
3.841016649891887e-07,1.5627948183358463e-09
2.6468002160595025e-07,1.0643685467463476e-09
1.8022416314948903e-07,7.248032214687655e-10
1.2197384709102862e-07,5.242412361833327e-10
8.17372609160567e-08,3.7133754576350844e-10
5.464986817134205e-08,3.355938236378266e-10
3.667292930418984e-08,2.521918097239134e-10
2.41905027156245e-08,2.1247656453519594e-10
1.5935720935442208e-08,1.9063317804210616e-10
1.0421271925129984e-08,2.0651927431851105e-10
6.82704738240533e-09,0.00664964756306398
4.5295224326788295e-09,0.0011810611193982842
2.986585967045095e-09,0.001412341723969389
2.003633952544932e-09,0.0012812116179278963
1.33443219042851e-09,0.0007416968633689084
8.975645301627843e-10,0.002015999193768862
6.275008736976702e-10,0.0013155880449663721
