Adam,Adam w/o bias correction
tensor(93.9583),tensor(96.5267)
tensor(98.0117),tensor(98.7000)
tensor(98.6217),tensor(99.0583)
tensor(98.9250),tensor(99.2917)
tensor(99.1483),tensor(99.4933)
tensor(99.3083),tensor(99.6467)
tensor(99.4667),tensor(99.7300)
tensor(99.5867),tensor(99.7700)
tensor(99.6233),tensor(99.7800)
tensor(99.6533),tensor(99.8167)
tensor(99.6700),tensor(99.8283)
tensor(99.7283),tensor(99.8500)
tensor(99.7283),tensor(99.8833)
tensor(99.7567),tensor(99.8717)
tensor(99.7467),tensor(99.8817)
tensor(99.7900),tensor(99.9067)
tensor(99.8433),tensor(99.8600)
tensor(99.8267),tensor(99.8850)
tensor(99.8500),tensor(99.9000)
tensor(99.8433),tensor(99.9400)
tensor(99.8750),tensor(99.8900)
tensor(99.8500),tensor(99.9017)
tensor(99.9050),tensor(99.9167)
tensor(99.8517),tensor(99.9317)
tensor(99.8783),tensor(99.9300)
tensor(99.8833),tensor(99.9583)
tensor(99.9133),tensor(99.9550)
tensor(99.9350),tensor(99.9300)
tensor(99.9017),tensor(99.8933)
tensor(99.8900),tensor(99.9700)
tensor(99.9450),tensor(99.9083)
tensor(99.9200),tensor(99.9600)
tensor(99.9400),tensor(99.9750)
tensor(99.9083),tensor(99.9733)
tensor(99.9317),tensor(99.8833)
tensor(99.9467),tensor(99.9150)
tensor(99.9483),tensor(99.9567)
tensor(99.8950),tensor(99.9633)
tensor(99.9300),tensor(99.9517)
tensor(99.9517),tensor(99.9333)
tensor(99.9500),tensor(99.9550)
tensor(99.9333),tensor(99.9917)
tensor(99.9000),tensor(99.9117)
tensor(99.9467),tensor(99.9867)
tensor(99.9517),tensor(99.9917)
tensor(99.9050),tensor(100.)
tensor(99.9383),tensor(99.9200)
tensor(99.9733),tensor(99.9183)
tensor(99.9467),tensor(99.9800)
tensor(99.9117),tensor(99.9767)
tensor(99.9467),tensor(99.9683)
tensor(99.9350),tensor(99.9100)
tensor(99.9450),tensor(99.9750)
tensor(99.9533),tensor(99.9933)
tensor(99.9867),tensor(99.9833)
tensor(99.9333),tensor(99.9267)
tensor(99.9117),tensor(99.9817)
tensor(99.9633),tensor(99.9617)
tensor(99.9450),tensor(99.9350)
tensor(99.9667),tensor(99.9750)
tensor(99.9267),tensor(99.9967)
tensor(99.9583),tensor(100.)
tensor(99.9767),tensor(100.)
tensor(99.9900),tensor(100.)
tensor(99.9267),tensor(100.)
tensor(99.9667),tensor(100.)
tensor(99.9633),tensor(100.)
tensor(99.9167),tensor(100.)
tensor(99.9617),tensor(100.)
tensor(99.9533),tensor(100.)
tensor(99.9800),tensor(100.)
tensor(99.9917),tensor(100.)
tensor(99.9217),tensor(100.)
tensor(99.9850),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(100.)
tensor(100.),tensor(99.8683)
tensor(100.),tensor(99.9633)
tensor(100.),tensor(99.9600)
tensor(100.),tensor(99.9667)
tensor(100.),tensor(99.9733)
tensor(100.),tensor(99.9450)
tensor(100.),tensor(99.9500)
