Adam,Adam w/o bias correction
0.7108174916277371,0.3345353643048499
0.18686365223984155,0.13657236238643686
0.1321608318390249,0.10529430218533412
0.10625529455304988,0.08875015652753404
0.09021121606321088,0.07788563536272557
0.07908095456118673,0.06995509647384984
0.07084699605243094,0.06387275593456572
0.06447594569969192,0.059005281436187565
0.05939027887490044,0.054978188221603
0.055235700473672884,0.051544327550614354
0.05175762826381728,0.04860304227985714
0.048767957829191154,0.04602650371650711
0.04615649371203144,0.04372590281409837
0.04386084095711685,0.04164070727884832
0.041799684647961695,0.039762874336370616
0.03992940212261361,0.03804216024765337
0.03822706748871927,0.03646471019294277
0.03667502025333938,0.03499929376854636
0.035237090170552494,0.033630415024678915
0.0338953049958131,0.0323543238482826
0.0326486366846202,0.03115112956166878
0.03146911592747488,0.030007097782303534
0.03035609446283403,0.02892787612009129
0.029301342251794368,0.02789754559668074
0.028302776724343243,0.0269181518287214
0.027357145634301475,0.025987713792505782
0.026458661429781236,0.02509497730887675
0.025599900294974103,0.024249969105579274
0.02476515129613412,0.023423943320467166
0.02396541219383383,0.022635264552060216
0.02319708782962639,0.021876018644385743
0.022457263061764904,0.0211503036746109
0.021740516143196487,0.02044391211397861
0.021040701673799334,0.0197600343496322
0.020361991964667765,0.019093754522089664
0.019703338901246543,0.018446398737418164
0.019057810877463523,0.017815804474826894
0.018434601455881224,0.017210431065428092
0.017828153708910527,0.01662241803102134
0.017238925727728442,0.01604164097493604
0.016658805187190023,0.01548218980953533
0.016089180223852594,0.014927252966485973
0.015541406661811122,0.014400095769966639
0.015008105996446109,0.013889766220793607
0.014480568362437139,0.013388216162654369
0.013969853224956913,0.012900898985435076
0.013467167331541114,0.012434533237640303
0.012978242362658378,0.011971863497178955
0.012508858492883577,0.01151968206080485
0.012046866957657904,0.011086207291397136
0.011594236891029444,0.010657535878791934
0.011154346766205617,0.010241730876443906
0.010718133176574243,0.00983428070812593
0.010290970435250272,0.009440011684690806
0.009876417673811312,0.009059326614329729
0.00947092878468073,0.008682829743814692
0.009071963342688569,0.008320404807076468
0.008685975687235527,0.007968297664629625
0.008310715391232808,0.0076320292415080065
0.00794477130057009,0.007302326242932314
0.007581923359164741,0.006983322274760766
0.007240933352241826,0.006673941325165839
0.006909206941094965,0.006373924612263483
0.0065805003411298305,0.006082581551173687
0.006264138034895411,0.0058073444510289085
0.005959316977032552,0.0055306386776277795
0.005670836631120311,0.005275519363046513
0.005384558607458243,0.0050244880809498975
0.005110590473193793,0.004780743001504106
0.004851263283303029,0.00454193562594854
0.004598217271817507,0.0043132793754765185
0.0043537826682906134,0.004090806430742144
0.004121878242044038,0.003877816951027348
0.0038991721687320767,0.003675040514470816
0.003680161940582296,0.003476572234745057
0.0034742633693589276,0.0032847287455440573
0.003276441924085877,0.0030979519291152837
0.003082808574512754,0.002921182667939862
0.0029015920868450005,0.0027533514522347295
0.002725612773963906,0.0025828732244618283
0.0025562393494542248,0.002430719172314303
0.0023966598394602454,0.0022780699342191844
0.002240150289260839,0.0021369423981729336
0.0020956573646793066,0.0019962975714331857
0.001955456282323807,0.0018667041624933981
0.0018236096621905243,0.0017421358407049008
0.0016979024566380015,0.0016166412798454038
0.0015806665996844808,0.001500584526617994
0.0014688055826584724,0.0013913989996081266
0.0013553847337654538,0.001281634142496548
0.0012589010456871548,0.001180058419995147
0.0011564443918560285,0.0010836899974928848
0.0010654433060168465,0.0009983423502152617
0.0009742631752098982,0.0009081287914898158
0.0008870959636055432,0.0008385744505347353
0.0008107830072339339,0.0007644071609330939
0.0007364502283096082,0.0007180791349279137
0.0006719376134030888,0.0006433941073001619
0.0006154565880949947,0.0017607101536623753
0.0005532822182520838,0.0010830627208149545
