Adam,Adam w/o bias correction
0.770511550590523,0.5999382486495414
0.22222650939149896,0.17879121317399113
0.1561864177460101,0.1277676567739086
0.12202451469750007,0.10300558353009731
0.1012618080593709,0.0877826025958723
0.08732047545806026,0.07722403322096302
0.07727134488880444,0.06936471181378555
0.06964012907794627,0.06327725996398358
0.06361872982544038,0.05841399198680965
0.058763571074982084,0.05440274387054932
0.0547589175866049,0.05107512289205435
0.0513846753656602,0.0482421532931821
0.0484947829794234,0.04576078268996219
0.04597393751174444,0.04356604796545858
0.04376732241289108,0.04160981217523598
0.04179958457676773,0.039836247921112115
0.04001585223824595,0.038210436489235965
0.038377720658869185,0.03671335452738881
0.03687778448790629,0.035319889131285594
0.03548312747477691,0.03400896106206719
0.03418263312570551,0.03277584517255241
0.032958990450129844,0.03159863318771254
0.03181107776250188,0.030506585992512547
0.030733805479523268,0.029454440404442565
0.029712012478908492,0.028436567705645382
0.028731420144421618,0.027479142523903117
0.027788674990906054,0.026558181204247786
0.026882312611582675,0.025684295650653496
0.026007007003026723,0.02483738302494581
0.02517421435521504,0.024024023102637484
0.02435512579758148,0.023235564168656433
0.023571261147440258,0.022479861649485535
0.022805730860483875,0.021770113506054664
0.022069159560960776,0.02107431168128341
0.02135405892542296,0.020406306319603093
0.02065668216568474,0.019752286231097604
0.019987662417073136,0.019119524864858992
0.01932906648645686,0.018505079071636923
0.018698861295863282,0.01791826897106206
0.018080274985395068,0.017349462301803825
0.017488185329495424,0.01680350501282907
0.01691063638746025,0.016269999742672382
0.01635568573010363,0.015759935825304067
0.015822297316895346,0.0152638622227752
0.015302371000169065,0.014782465701019843
0.014801911676619902,0.014311911275505983
0.01431599383257461,0.013857480445259114
0.013841256712216945,0.013412324240077352
0.013390150033952282,0.012983428012364318
0.012957568472947989,0.012578393023302072
0.012530065907742458,0.012171811755393402
0.012127028591349488,0.011785207796868823
0.011737865127595405,0.011404458641384703
0.011357320771449502,0.0110424735876358
0.010999892836330965,0.010688895946383547
0.010646455648913698,0.010344227418629868
0.010304779223239352,0.010010979179534809
0.00998361589688484,0.00969117250422851
0.009669175898196856,0.009385338217534789
0.00938123342573988,0.00908558874365852
0.009097289398162916,0.008795984109894411
0.008832199614716606,0.00851476743089342
0.008575081867873641,0.00824178805851843
0.00833045740557712,0.007981808993873006
0.008103645773980015,0.0077294081219530615
0.007885326029900325,0.007496049708467595
0.007673602001719305,0.007264725597353685
0.007470680909936646,0.007049415931838019
0.007278726220180161,0.006839344059303614
0.00708967096240654,0.006652540193753628
0.006907124434154515,0.006471042475080475
0.006725375660657759,0.006304830099699625
0.006551906933117392,0.006157074126420738
0.00637855024685328,0.006029634804994404
0.006202422587170453,0.005920869793359527
0.006052113370589804,0.005845650200160168
0.005924032181048154,0.005799180769768071
0.005841016230519995,0.005791293388944659
0.005816596235510941,0.005853530461267071
0.005834983426186483,0.00602082899756852
0.0058152433458545354,0.006364828229681089
0.005857405165517857,0.006875819718378699
0.006041400618787928,0.007222394645993745
0.0060630474656062664,0.007632373897990147
0.005972611653926199,0.007124700920572604
0.005952582214743886,0.006108891507426239
0.00595791714467225,0.0054653339314302204
0.00577944028807965,0.004970367045863899
0.00554185629391256,0.004555432103959006
0.005275127445130216,0.0041858185942613875
0.005074076159618091,0.003873367967978291
0.004856818823878782,0.0035954970737062226
0.00464876949154517,0.003356060779497745
0.004430598003104186,0.0031451002585969165
0.004208380541362526,0.002954206445869648
0.003953467314725726,0.002789534988667036
0.0037045522860120767,0.002638044578327408
0.0035167620838309115,0.002505146767824525
0.0034517704454412276,0.002394724660579533
0.0034553355790165386,0.0022996734363590248
