Adam,Adam w/o bias correction
tensor(49.9967),tensor(53.5567)
tensor(76.1300),tensor(81.5350)
tensor(82.2950),tensor(85.7133)
tensor(85.6383),tensor(88.1900)
tensor(87.7183),tensor(89.6583)
tensor(88.9950),tensor(90.6733)
tensor(89.8883),tensor(91.4283)
tensor(90.6950),tensor(92.0067)
tensor(91.2617),tensor(92.4933)
tensor(91.7833),tensor(92.9083)
tensor(92.2267),tensor(93.3417)
tensor(92.6350),tensor(93.6650)
tensor(93.0167),tensor(94.0183)
tensor(93.3883),tensor(94.3133)
tensor(93.6850),tensor(94.5750)
tensor(93.9800),tensor(94.8167)
tensor(94.2050),tensor(95.0083)
tensor(94.4400),tensor(95.2150)
tensor(94.6367),tensor(95.4083)
tensor(94.8600),tensor(95.5750)
tensor(95.0850),tensor(95.7300)
tensor(95.2833),tensor(95.8750)
tensor(95.4550),tensor(95.9933)
tensor(95.6100),tensor(96.1067)
tensor(95.7850),tensor(96.2100)
tensor(95.9333),tensor(96.3350)
tensor(96.0400),tensor(96.4133)
tensor(96.1533),tensor(96.5000)
tensor(96.2917),tensor(96.6167)
tensor(96.4083),tensor(96.6767)
tensor(96.4867),tensor(96.7617)
tensor(96.5750),tensor(96.8150)
tensor(96.6533),tensor(96.8683)
tensor(96.7117),tensor(96.9267)
tensor(96.7767),tensor(96.9933)
tensor(96.8417),tensor(97.0433)
tensor(96.9117),tensor(97.0950)
tensor(96.9783),tensor(97.1233)
tensor(97.0217),tensor(97.1883)
tensor(97.0767),tensor(97.2300)
tensor(97.1250),tensor(97.2767)
tensor(97.1767),tensor(97.3317)
tensor(97.2283),tensor(97.3717)
tensor(97.2733),tensor(97.4267)
tensor(97.3283),tensor(97.4883)
tensor(97.3583),tensor(97.5183)
tensor(97.4017),tensor(97.5533)
tensor(97.4450),tensor(97.5900)
tensor(97.4683),tensor(97.6267)
tensor(97.5000),tensor(97.6417)
tensor(97.5333),tensor(97.6717)
tensor(97.5617),tensor(97.7017)
tensor(97.5900),tensor(97.7317)
tensor(97.6333),tensor(97.7467)
tensor(97.6633),tensor(97.7900)
tensor(97.7067),tensor(97.8150)
tensor(97.7267),tensor(97.8300)
tensor(97.7533),tensor(97.8533)
tensor(97.7850),tensor(97.8767)
tensor(97.8167),tensor(97.9100)
tensor(97.8400),tensor(97.9367)
tensor(97.8633),tensor(97.9467)
tensor(97.8817),tensor(97.9717)
tensor(97.9100),tensor(97.9983)
tensor(97.9250),tensor(98.0233)
tensor(97.9400),tensor(98.0350)
tensor(97.9667),tensor(98.0617)
tensor(97.9933),tensor(98.0800)
tensor(98.0100),tensor(98.1000)
tensor(98.0200),tensor(98.1350)
tensor(98.0500),tensor(98.1617)
tensor(98.0750),tensor(98.1817)
tensor(98.0883),tensor(98.1967)
tensor(98.1200),tensor(98.2067)
tensor(98.1367),tensor(98.2167)
tensor(98.1500),tensor(98.2283)
tensor(98.1600),tensor(98.2400)
tensor(98.1800),tensor(98.2617)
tensor(98.2017),tensor(98.2817)
tensor(98.2183),tensor(98.2933)
tensor(98.2350),tensor(98.3083)
tensor(98.2467),tensor(98.3250)
tensor(98.2700),tensor(98.3433)
tensor(98.2883),tensor(98.3517)
tensor(98.2983),tensor(98.3667)
tensor(98.3167),tensor(98.3817)
tensor(98.3267),tensor(98.3900)
tensor(98.3450),tensor(98.4000)
tensor(98.3633),tensor(98.4183)
tensor(98.3733),tensor(98.4400)
tensor(98.3817),tensor(98.4617)
tensor(98.3900),tensor(98.4683)
tensor(98.4067),tensor(98.4817)
tensor(98.4183),tensor(98.4883)
tensor(98.4267),tensor(98.5033)
tensor(98.4433),tensor(98.5067)
tensor(98.4517),tensor(98.5033)
tensor(98.4667),tensor(98.5100)
tensor(98.4733),tensor(98.5167)
tensor(98.4817),tensor(98.5200)
