Adam,AdamW
tensor(94.2117),tensor(94.4917)
tensor(98.0517),tensor(98.1133)
tensor(98.6350),tensor(98.6500)
tensor(98.9850),tensor(98.9600)
tensor(99.2267),tensor(99.1800)
tensor(99.3400),tensor(99.3383)
tensor(99.4883),tensor(99.4633)
tensor(99.6050),tensor(99.6017)
tensor(99.6450),tensor(99.6783)
tensor(99.6967),tensor(99.7033)
tensor(99.7250),tensor(99.7000)
tensor(99.7467),tensor(99.7750)
tensor(99.7817),tensor(99.7633)
tensor(99.8133),tensor(99.8167)
tensor(99.8567),tensor(99.8233)
tensor(99.7833),tensor(99.8667)
tensor(99.8083),tensor(99.8533)
tensor(99.9283),tensor(99.8867)
tensor(99.8483),tensor(99.8967)
tensor(99.8717),tensor(99.8967)
tensor(99.9150),tensor(99.8700)
tensor(99.9000),tensor(99.9333)
tensor(99.9133),tensor(99.9317)
tensor(99.9017),tensor(99.8800)
tensor(99.8833),tensor(99.8733)
tensor(99.8967),tensor(99.9500)
tensor(99.9817),tensor(99.8950)
tensor(99.8850),tensor(99.9317)
tensor(99.9300),tensor(99.9617)
tensor(99.9167),tensor(99.9700)
tensor(99.9383),tensor(99.9050)
tensor(99.9750),tensor(99.9100)
tensor(99.8783),tensor(99.9383)
tensor(99.9517),tensor(99.9450)
tensor(99.9617),tensor(99.9233)
tensor(99.9583),tensor(99.9467)
tensor(99.9033),tensor(99.9517)
tensor(99.9633),tensor(99.9400)
tensor(99.9967),tensor(99.9550)
tensor(100.),tensor(99.9150)
tensor(99.9200),tensor(99.9567)
tensor(99.9383),tensor(99.9383)
tensor(99.9583),tensor(99.9383)
tensor(99.9583),tensor(99.9800)
tensor(99.9617),tensor(99.9133)
tensor(99.9333),tensor(99.9183)
tensor(99.9550),tensor(99.9167)
tensor(99.9617),tensor(99.9633)
tensor(99.9350),tensor(99.9967)
tensor(99.9533),tensor(100.)
tensor(99.9900),tensor(99.9350)
tensor(100.),tensor(99.9217)
tensor(99.9450),tensor(99.9517)
tensor(99.9167),tensor(99.9800)
tensor(99.9567),tensor(99.9633)
tensor(99.9450),tensor(99.9233)
tensor(99.9817),tensor(99.9800)
tensor(99.9717),tensor(99.9500)
tensor(99.9517),tensor(99.9550)
tensor(99.9433),tensor(99.9433)
tensor(99.9817),tensor(99.9567)
tensor(99.9650),tensor(99.9700)
tensor(99.9333),tensor(99.9433)
tensor(99.9683),tensor(99.9700)
tensor(99.9967),tensor(99.9400)
tensor(100.),tensor(99.9600)
tensor(100.),tensor(99.9750)
tensor(100.),tensor(99.9483)
tensor(100.),tensor(99.9633)
tensor(100.),tensor(99.9433)
tensor(100.),tensor(99.9517)
tensor(100.),tensor(99.9900)
tensor(100.),tensor(99.9483)
tensor(100.),tensor(99.9633)
tensor(100.),tensor(99.9700)
tensor(99.8783),tensor(99.9483)
tensor(99.9350),tensor(99.9667)
tensor(99.9767),tensor(99.9450)
tensor(99.9917),tensor(99.9550)
tensor(100.),tensor(99.9900)
tensor(99.9267),tensor(99.9583)
tensor(99.9500),tensor(99.9533)
tensor(99.9483),tensor(99.9633)
tensor(99.9817),tensor(99.9717)
tensor(99.9750),tensor(99.9800)
tensor(99.9533),tensor(99.9817)
tensor(99.9667),tensor(99.9183)
tensor(99.9800),tensor(99.9700)
tensor(99.9650),tensor(99.9917)
tensor(99.9650),tensor(100.)
tensor(99.9867),tensor(99.9500)
tensor(99.9400),tensor(99.9700)
tensor(99.9783),tensor(99.9667)
tensor(99.9967),tensor(99.9750)
tensor(100.),tensor(99.9883)
tensor(100.),tensor(99.9383)
tensor(100.),tensor(99.9600)
tensor(100.),tensor(99.9967)
tensor(100.),tensor(99.9483)
tensor(100.),tensor(99.9483)
