Adam,AdamW
tensor(94.1050),tensor(93.9300)
tensor(98.0817),tensor(98.0483)
tensor(98.6333),tensor(98.6417)
tensor(98.8983),tensor(98.9317)
tensor(99.1050),tensor(99.1283)
tensor(99.2683),tensor(99.3300)
tensor(99.3967),tensor(99.4883)
tensor(99.5283),tensor(99.5617)
tensor(99.6117),tensor(99.6633)
tensor(99.6750),tensor(99.6783)
tensor(99.6950),tensor(99.7033)
tensor(99.7117),tensor(99.7333)
tensor(99.7517),tensor(99.7817)
tensor(99.7233),tensor(99.8250)
tensor(99.7617),tensor(99.8550)
tensor(99.7983),tensor(99.8550)
tensor(99.7733),tensor(99.7933)
tensor(99.7500),tensor(99.8533)
tensor(99.8433),tensor(99.8433)
tensor(99.8167),tensor(99.8800)
tensor(99.7750),tensor(99.8617)
tensor(99.8183),tensor(99.9067)
tensor(99.8233),tensor(99.8450)
tensor(99.8483),tensor(99.8583)
tensor(99.8250),tensor(99.9483)
tensor(99.8400),tensor(99.9317)
tensor(99.8583),tensor(99.8383)
tensor(99.8550),tensor(99.9350)
tensor(99.8483),tensor(99.9350)
tensor(99.8383),tensor(99.8800)
tensor(99.8633),tensor(99.9467)
tensor(99.8350),tensor(99.9333)
tensor(99.8683),tensor(99.9183)
tensor(99.8317),tensor(99.9483)
tensor(99.8650),tensor(99.9100)
tensor(99.8933),tensor(99.9367)
tensor(99.8550),tensor(99.9483)
tensor(99.8433),tensor(99.9133)
tensor(99.8567),tensor(99.9267)
tensor(99.8450),tensor(99.9583)
tensor(99.9267),tensor(99.9183)
tensor(99.8483),tensor(99.9217)
tensor(99.8833),tensor(99.9717)
tensor(99.8783),tensor(99.9517)
tensor(99.9233),tensor(99.8933)
tensor(99.8300),tensor(99.9583)
tensor(99.8683),tensor(99.9233)
tensor(99.9017),tensor(99.9867)
tensor(99.8567),tensor(99.9417)
tensor(99.9100),tensor(99.9383)
tensor(99.8833),tensor(99.9883)
tensor(99.8900),tensor(100.)
tensor(99.9033),tensor(100.)
tensor(99.8583),tensor(100.)
tensor(99.9083),tensor(100.)
tensor(99.9033),tensor(100.)
tensor(99.8800),tensor(100.)
tensor(99.8667),tensor(100.)
tensor(99.9183),tensor(100.)
tensor(99.8883),tensor(100.)
tensor(99.9033),tensor(100.)
tensor(99.8767),tensor(100.)
tensor(99.9300),tensor(100.)
tensor(99.8717),tensor(100.)
tensor(99.9200),tensor(100.)
tensor(99.8783),tensor(100.)
tensor(99.9233),tensor(100.)
tensor(99.8867),tensor(100.)
tensor(99.8950),tensor(100.)
tensor(99.9067),tensor(100.)
tensor(99.9200),tensor(100.)
tensor(99.8933),tensor(100.)
tensor(99.9167),tensor(100.)
tensor(99.9050),tensor(100.)
tensor(99.9433),tensor(100.)
tensor(99.8717),tensor(100.)
tensor(99.9367),tensor(100.)
tensor(99.9217),tensor(100.)
tensor(99.9033),tensor(100.)
tensor(99.9450),tensor(100.)
tensor(99.9333),tensor(99.8367)
tensor(99.8900),tensor(99.9933)
tensor(99.8767),tensor(99.9450)
tensor(99.9200),tensor(99.9067)
tensor(99.9333),tensor(99.9583)
tensor(99.9100),tensor(99.9500)
tensor(99.9200),tensor(99.9467)
tensor(99.8850),tensor(99.9333)
tensor(99.9200),tensor(99.9533)
tensor(99.9000),tensor(99.9317)
tensor(99.9367),tensor(99.9467)
tensor(99.9000),tensor(99.9817)
tensor(99.9250),tensor(99.9550)
tensor(99.9183),tensor(99.9417)
tensor(99.9300),tensor(99.9800)
tensor(99.9417),tensor(99.9700)
tensor(99.8917),tensor(99.9433)
tensor(99.9333),tensor(99.9667)
tensor(99.9283),tensor(99.9550)
tensor(99.8667),tensor(99.9200)
