Adam,AdamW
0.24837457162659687,0.20243808633098298
0.12461443846203339,0.06381865782666453
0.11689374497883133,0.04613633616358913
0.11379941397987957,0.036303754698730005
0.11192603632539654,0.029420186869290713
0.11083236026978775,0.024053279995048697
0.10964571013460869,0.01986637274826622
0.10909853521674903,0.0158317690790579
0.10883647962254898,0.01293549818625113
0.10858848483722681,0.01082438285496996
0.10851554480691089,0.009215061277263632
0.10844839820618442,0.00832778483870157
0.10828842184663232,0.00703663196561813
0.10819725920932728,0.005892489086335702
0.10813670534628636,0.005952067430452691
0.10768593294816071,0.005243811165267557
0.1077605484794182,0.00475083873062582
0.10740218727764037,0.0042382817689433855
0.10735557072096939,0.003203820565431488
0.10759052907579394,0.003617340168876882
0.1073844696262053,0.0045339301520296955
0.10767541264892737,0.0032313113102253764
0.10767530331781297,0.002499972846255724
0.10761142305598886,0.0032053636726834807
0.10673542515432308,0.0026763459070950645
0.10686519970275414,0.0031438927757256653
0.10677313012406547,0.00273320960441503
0.10665726778941399,0.0027877507145131646
0.10619714698676806,0.0023606776228769213
0.10615567609107793,0.0024607489566548318
0.10640107499244911,0.0024230682251571182
0.1062951870729277,0.002214950364233687
0.10588179629093517,0.0010301364560813145
0.10621438621442074,0.0029152098484271603
0.10614495271189349,0.0018653879837341797
0.10639829106076854,0.0014281590083902041
0.10598388400329932,0.001836119123664483
0.10577135169402019,0.0023055461881838057
0.10591660736144574,0.0014274884482800428
0.10596789062114507,0.002363353001783404
0.1063664177510101,0.0009139254100380948
0.10588148790997451,0.0011356455127100131
0.10606972720505776,0.002858822823080886
0.10614447402797623,0.0016987716827740968
0.10548809506713963,0.0014538328276874316
0.10602552506294269,0.0007574619826164954
0.1057212990132778,0.0021371714849466312
0.10577354374736833,0.0012275481660339288
0.10566930070436045,0.0017401153004573831
0.10591537770288967,0.0003806178027275011
0.10563670565137889,0.0026712423064676246
0.10544352639895449,0.001510965925492327
0.10612478018450394,0.0016176022180409931
0.10587615625206023,0.0007339324543734863
0.10543179928339017,0.0008663864576974811
0.10545918829282368,0.0013765908915569728
0.10559165727263733,0.0019980351355198167
0.10577132758487866,0.0004664695877911115
0.10569355005958378,0.0001828495243841085
0.10557848532229408,4.806080342666324e-05
0.10494228897254858,2.800336130853885e-05
0.10538581589749182,2.0769189340807746e-05
0.10541444838936649,1.5694040257868585e-05
0.10567963911867789,1.2098522133495121e-05
0.1052477977969356,9.027879805795141e-06
0.10511002970883238,6.685712962789963e-06
0.1054580820950745,0.003863180113184747
0.10520196019082086,0.002343756746981729
0.10525587979338762,0.0005927236603298947
0.10543816092549198,0.0001230218982372815
0.10491433846099037,7.098930912018631e-05
0.1049360217961437,2.6876124180828623e-05
0.10529291910180913,1.9045220474645815e-05
0.10533572460062054,1.4932113641028434e-05
0.10512223532661669,1.1734345128518197e-05
0.10502210366271579,9.200455496557332e-06
0.10493498367628754,6.9688448654624695e-06
0.10522911471249198,5.122661724377876e-06
0.10536205509145345,0.003227618558097585
0.10509907011228647,0.003192609804909252
0.10477789836242668,0.0003610750524198803
0.10489039457262134,0.0002016981486985802
0.1051071242822497,4.4251424911755636e-05
0.10476577425423239,3.0020733581899033e-05
0.10484362869307018,2.079750459494131e-05
0.1048340307725375,1.597974592054815e-05
0.1048608453237394,1.221388329078802e-05
0.10466070608424544,9.442800296322336e-06
0.10466664017084787,7.2194565094969e-06
0.10486322039388803,5.628228368647968e-06
0.1046147837694774,0.001434738312937229
0.1043508674468853,0.004566765417859491
0.10445284055593584,0.0014626755199534933
0.10430039351841788,0.0004405315735784857
0.10463835131615273,0.000117669411493205
0.1045769962486126,4.4785954418457595e-05
0.10413610958841754,2.437040160100374e-05
0.10434647918200252,1.7439485769643223e-05
0.10412028031264826,1.3528501344548238e-05
0.10433822976989246,1.080234274540514e-05
