Adam,Adam w/o bias correction,Adam w/ L2 regularization,AdamW weight decay
0.10738227054524396,0.10335134082872953,0.13393365548673405,0.09374024590918187
0.10499658588933618,0.10133257858367807,0.13253899839426728,0.09204493501166036
0.10273544692140478,0.09940020793449206,0.1312153838050645,0.09043250256664813
0.10059118033922923,0.09754805214383375,0.12995371857940008,0.0888940397444477
0.09855634656283996,0.09577181833639328,0.12875146642506027,0.08742490780752288
0.09662435912807137,0.09406821565158459,0.12760342748017547,0.08602112200759503
0.09478485467496203,0.09243139749450455,0.12650687235798727,0.08467661162246583
0.09303214552818236,0.09085804070117695,0.1254595784988723,0.08338704471265886
0.09136211024428498,0.08934591971893809,0.12445724524283555,0.08214968819218849
0.08976923152188789,0.08789094552638005,0.12349686913116813,0.0809625451128358
0.088248514990781,0.08648987002581406,0.12257611491719383,0.07982249733562996
0.0867933024019837,0.08514002808702312,0.1216921055230743,0.07872569844770089
0.08539856889440037,0.08383956604770251,0.12084528220805532,0.07766870896655645
0.08406220385129613,0.08258552655184478,0.1200328394413185,0.0766497346079116
0.08278138049717333,0.0813752236390816,0.119252159898636,0.0756674438113295
0.08155155531676815,0.08020733242908092,0.11850177224324361,0.07471914391275615
0.0803682137378005,0.07907951338095531,0.11777873478158674,0.07380127810092686
0.07923008955499805,0.07798975556076113,0.1170815519645,0.07291433986188021
0.07813406050049349,0.07693570893732453,0.11640913229582629,0.07205738218849711
0.07707579474650951,0.07591486608099217,0.1157607321502335,0.07122878787859377
0.07605395663498855,0.07492648953644396,0.11513538717000342,0.07042519540798023
0.07506784185943907,0.07396939467154205,0.11453384173902939,0.06964687860162774
0.07411613077697739,0.0730427422350757,0.11395802571356836,0.06889175669129279
0.07319615090088144,0.07214495527825114,0.11340134270064263,0.06816044253761819
0.07230664957001973,0.07127498301676413,0.11286370566229957,0.06745076247665689
0.07144626734385104,0.07043150235672416,0.11234316293364649,0.06676162524185558
0.070613783426277,0.06961268728061804,0.11183853198224103,0.06609110930996107
0.06980663874044593,0.06881800679334088,0.11134976783255016,0.06543870141698933
0.06902115247763399,0.0680465377213906,0.11087502169806057,0.06480406359287856
0.06826009531282008,0.06729738254384049,0.1104144163932135,0.06418748769667378
0.06751861249996242,0.06656916713345049,0.1099678623770028,0.06358711874231136
0.06679925770868164,0.06586079595179589,0.10953460622733749,0.06300221258592703
0.06609966802790063,0.06517163803478254,0.10911392066766744,0.062432195300356486
0.06542154511700926,0.06450118270810884,0.1087059832013238,0.06187659717323298
0.06476296217286034,0.06384868310195511,0.1083098754906324,0.06133445394165846
0.06412156030877249,0.06321363310182669,0.10792460881058437,0.0608052879773966
0.06349803407903391,0.06259544109746909,0.10755053125738875,0.060288423487022
0.06289242470372858,0.06199370028807529,0.10718640295772759,0.059782831513234526
0.06230290242652498,0.0614074358529449,0.1068324020186038,0.05928809547311326
0.06172844912816606,0.060835657591151115,0.10648723554684282,0.0588037284682624
0.06116799113781515,0.06027777911846969,0.1061517040638416,0.0583301480998025
0.06062081230365967,0.059733520406159334,0.10582461575868288,0.05786578392628322
0.06008808780188508,0.05920259548209186,0.10550638917646905,0.057410320534538636
0.059568472360365034,0.05868494769246546,0.10519588442900574,0.05696367487824683
0.059060925645490626,0.05817928879749157,0.10489433562990699,0.05652626081362867
0.05856517757309466,0.05768513392114928,0.10460012720456954,0.05609635749287201
0.05808053629027048,0.0572024378646314,0.10431329392567912,0.055674641706503186
0.0576072085755758,0.05673091191372006,0.10403377809790151,0.055261393325023056
0.057144028961714076,0.05627015307245315,0.10376118198990314,0.05485640922454553
0.056690926039924046,0.055819709537931084,0.10349506833878502,0.054459742422196776
0.05624754802345721,0.05537924474539128,0.10323453814621324,0.05407142334333214
0.055813242330465085,0.05494809751637153,0.10297947044053407,0.05369080353983994
0.055387705348547235,0.05452604735466733,0.10273035745650752,0.053317811507890535
0.05497099592018801,0.054113030950573564,0.10248674737559611,0.052951418021981764
0.05456322302365663,0.053709333492586935,0.10224938339619304,0.052591241221241494
0.054163425327536825,0.05331446505960887,0.10201750690443144,0.05223738237496104
0.05377191414216112,0.05292756147824152,0.1017912077024452,0.051888652768399095
0.05338846321050415,0.05254827749030267,0.10156912722690369,0.051545606409288895
0.05301173881782509,0.05217673076996342,0.10135247598070579,0.05120878404518689
0.05264250319133372,0.05181279148013373,0.10114012598923879,0.050878354112184776
0.052276884280974226,0.05145577856697944,0.1009316001790387,0.050553839112486024
0.05191871830918042,0.05110550293155801,0.10072797002580597,0.05023469141203422
