Adam,Adam w/o bias correction,Adam w/ L2 regularization,AdamW weight decay
0.0032448455190026626,0.002305240440243449,0.08895613470756168,0.004017105574453252
0.003068900597346015,0.0021618142650681404,0.0889158061961693,0.0038298087888569443
0.002910727752740578,0.002034525857288536,0.08888981930776509,0.0036389996499184255
0.002749726711814718,0.001900889566021841,0.08887303502523283,0.0034559913290815804
0.002593589454693944,0.0017809310916807246,0.0888588541070186,0.0032814090169007875
0.002450399161574463,0.0016608283419232686,0.08880905278805476,0.0031111767140844303
0.00230927622731185,0.0015424344133003589,0.08877957512690092,0.0029467513083990832
0.0021747350773113983,0.0014355910212637123,0.08876012330418075,0.0027904663664347932
0.002049449896628624,0.0013286603956601448,0.08872185832560697,0.0026313931216556084
0.0019255367652769833,0.0012362261950074585,0.08869856045440411,0.0024889153994856143
0.0018047214799954893,0.0011311288471312479,0.08865978759127671,0.0023491637097873123
0.0016949991980483234,0.001048789458008538,0.08864308477166905,0.0022116218081896914
0.0015825843870039486,0.0009619891756125498,0.08861259987422906,0.0020874177006886107
0.0014791193767156503,0.0008778572766907325,0.08858006783743212,0.001968451462109538
0.0013797805666343962,0.0019550779168962173,0.08856271974234058,0.0018496532727528899
0.001286189151235829,0.0017384412695112578,0.08854848365766058,0.0017321768605161186
0.001191729906700467,0.0009527463279845494,0.08853963328036926,0.0016301348748433842
0.0011133705144831263,0.0008021846971689356,0.08849048572205213,0.0015248851501707221
0.0010234845368003644,0.0006389206298043175,0.08848075892950998,0.0014331576012636287
0.0009364344440522498,0.0005673870873068577,0.0884599255304585,0.0013373835884965476
