Adam,Adam w/o bias correction,Adam w/ L2 regularization,AdamW weight decay
0.7060930205266803,0.33345122211007105,0.6943646942668441,0.6960843605225655
0.21318213614835732,0.140113344226382,0.24798644936161002,0.21328153161963484
0.14772532200778343,0.10603157802125507,0.18945569466394402,0.14625732274031017
0.11524105984876469,0.08813096798915686,0.1595735687877673,0.11294808002041855
0.09613410862726665,0.07669491744883207,0.14180790507661573,0.09347169374206117
0.08336669940507409,0.06853166797450547,0.13020289008483799,0.0808220389425687
0.07413219666874993,0.06235920237665221,0.1221173043156277,0.07189879314437794
0.06712820967346597,0.05750580521955488,0.11621813114875479,0.06520347074686941
0.061604341376634404,0.053546577381446206,0.11181130609723297,0.059988719051150774
0.05711204224903542,0.05022163602160111,0.1084142622939035,0.05580473251974405
0.0533711204643119,0.04735247659368385,0.10573583008296518,0.052349579802315645
0.050208061396741055,0.044844427337147184,0.10360241951500333,0.0494282834822866
0.04746858092811284,0.04263002053343767,0.10187590263410608,0.04690638461201362
0.04507678943693137,0.04066122005239247,0.10044718396637453,0.044685732274289444
0.04295096686134722,0.0388636169057818,0.09923208661989044,0.042693768439852675
0.04103686790905897,0.03722703990443716,0.09821541632797673,0.040910313449137765
0.03927111306081542,0.035705003743726406,0.0973269270756828,0.039283066984237
0.03765651008085922,0.034294647612820084,0.09657757829175766,0.037789336614727005
0.03616900612830496,0.032974775537922565,0.09592385469242803,0.03641662224499223
0.03477362249004863,0.03172570641646147,0.09534837573623733,0.035141181520171226
0.03347916103542538,0.030554325214364002,0.09484605391277497,0.03395094787620672
0.032262753769467425,0.02944626373771356,0.09439958238910669,0.03281557485634369
0.031106883978735764,0.02839453174385241,0.09399518064423792,0.03173936769068524
0.030015231448852184,0.027391807899331558,0.09364737242833575,0.03071948595690729
0.02897281675361348,0.02643064050164485,0.09332277815042338,0.02974450293370075
0.02798819091280988,0.025514890822556317,0.09303000899377281,0.028824829137237468
0.027051202333272885,0.02463661682819188,0.09276579213298873,0.02793730401068438
0.026151397990483317,0.023800962919403222,0.09252296952304365,0.02708067273022855
0.025290030105462567,0.022997361291027408,0.09229806498356306,0.026254695634731078
0.024460374705931497,0.022213683484964494,0.09209423648940125,0.025454710708090366
0.023667906330793718,0.021464192208879355,0.09191496389360031,0.02469949091529051
0.022916003143190714,0.020746084950545165,0.09174533835701597,0.023963230403185116
0.022182660834683947,0.020051769975655418,0.09159110701565486,0.023252836135302626
0.021476232258928207,0.01937876082956015,0.09144322838145755,0.022565185000470504
0.02079306508128746,0.01872813312987233,0.09129951741379588,0.0218989811342241
0.020133964591299996,0.01810029415426893,0.09116353801112058,0.021252463784653754
0.019493305654843526,0.017488947727360548,0.09104174822032737,0.020624179310721483
0.01887476821199493,0.016897091957440324,0.09092465532260505,0.020018405944856973
0.01827058098522273,0.016315583052036207,0.09081267725640554,0.01941614250094943
0.017681066323142647,0.015749556784672766,0.09071260112137206,0.01883474855578033
0.017117096119966948,0.015199128248976287,0.09061595081075677,0.018267178174437407
0.016560385544402853,0.014670585681923181,0.09052769858628384,0.017714650435889174
0.01602030281366697,0.01414657153268861,0.09044477807135502,0.017176830371107708
0.01549400826283292,0.013637212742598813,0.09036998283753453,0.016647806802006004
0.014979526857392298,0.013146952962739376,0.09029762632549126,0.016135434386503195
0.014479092865717877,0.012666589052133553,0.09021712759775775,0.01563067975062884
0.013997883820085339,0.012198034501738016,0.09015416950463995,0.015143060269203801
0.013521043493902733,0.011740063409341674,0.09008466767699225,0.01466234647495842
0.013053033275913615,0.011296779166647007,0.09001893066922262,0.014190032883941885
0.012596758179115219,0.01085945717787331,0.08995824416320938,0.013729712112410144
0.012155564064903332,0.01043332709316585,0.08989741092027505,0.01327292507754883
0.011720561135914857,0.010020909720559018,0.08984156923273257,0.012835084034762644
0.011294971193183883,0.009610946384922062,0.08979510659796756,0.012403468704760287
0.010887285052004352,0.009216390808292467,0.08974176541026403,0.011978001902983013
0.01048968867816468,0.008830258957833861,0.08969884533097526,0.011569129561760733
0.01010293585572603,0.008460323725966034,0.08964941332013464,0.011165047507838104
0.009726854480630749,0.008091609797917657,0.08961255210183704,0.01077169286020671
0.009353081901693342,0.007743937586190786,0.08958346374444108,0.010389125651002928
0.008996937349365908,0.007409563043841896,0.08953660705696735,0.01001114069105964
0.008650615729596217,0.007082821959647554,0.0895030407229069,0.009642785249343045
0.008307788817506441,0.006760946275536494,0.08947235558118456,0.009293494942908289
0.007979280295084885,0.006451811914404916,0.08943494227724766,0.008948854479585823
0.007655538639540191,0.006154747236151321,0.08939890160874676,0.008612697870635852
0.007345602480693903,0.005868471639716328,0.08936616383504861,0.008288173607783982
0.0070433122903010405,0.005597999047123889,0.08933927046397189,0.007966795594603957
0.006748016908427601,0.005328846801342437,0.08932195667193325,0.007657644808111995
0.006461586482301369,0.005071209546643065,0.08928318069810902,0.007363180872419305
0.006184612296218994,0.00481925356146359,0.0892464407374149,0.007076887228178946
0.0059084249901439736,0.004582552630533771,0.08923468027494229,0.006799427872514908
0.005640078048033137,0.004348608022590401,0.0892147778142204,0.006529820052101388
0.005382497428950298,0.004128605573003967,0.08919070138415294,0.006273976955863875
0.005130019208702199,0.003908984984768635,0.08918116553756061,0.00601922040150016
0.004887316584973305,0.0037058156136728325,0.08912693253998309,0.005772468016204084
0.004655493575842083,0.0035002988488974595,0.08911537767441542,0.0055346705240677104
0.004426630312528024,0.003308382927353639,0.08909062138284003,0.005298500523305289
0.004206135725905606,0.003126375942951042,0.08905510481462868,0.005071472555361801
0.003999255797693082,0.0029434917481352568,0.08904572922005646,0.004852914404014487
0.003797197506940893,0.0027736738930274236,0.08902105493054016,0.004633390801188974
0.003610074358083585,0.0026054414903522497,0.08898941693759994,0.004424985424536854
0.0034182066144277613,0.002456064807909876,0.0889594477813826,0.0042193921014488595
