Adam,Adam w/o bias correction,Adam w/ L2 regularization,AdamW weight decay
0.2064970585956687,0.13045068729424608,0.23607941010970868,0.21614762937323923
0.06827257141459243,0.05003297945852444,0.12284600736597168,0.06464347081075335
0.04948595351474891,0.03769237333676902,0.11660323732558375,0.046193852349076976
0.03903553356285711,0.030218139234409323,0.11421493814388381,0.03645385404991824
0.031544463470301924,0.02436216157660275,0.11277033753200635,0.029866177819848648
0.025330067546180907,0.019978404165997964,0.11126448659510263,0.024578328995066415
0.020301154583404552,0.016328346864932317,0.11013979356396379,0.02029369235312054
0.016511718447498866,0.013556989672890155,0.10923263237430358,0.01643830972127494
0.01326474021491123,0.011398979871190066,0.1085007890973534,0.013897420477496975
0.011452097398207963,0.009175113464604754,0.10772711148799292,0.011599502685094592
0.010607797950722588,0.00850656495683647,0.10746931936939372,0.009639535057064084
0.009210745244353821,0.00803737316609,0.10719878289914096,0.008239037620689787
0.0072389863938440765,0.007446968906295008,0.10682703078146587,0.007827565490313874
0.0062446664618251895,0.006770390955082538,0.1065289969536176,0.00850630106492075
0.005904451992331832,0.005538104944302395,0.10633962316863509,0.006170131907457484
0.006215381838548491,0.004979512068245488,0.10643709324764958,0.004859783377426349
0.004216027543915548,0.00544080584167181,0.1061576244005286,0.00420076368272257
0.004710077653526408,0.0039421321953283205,0.10564788165134884,0.004182757114294796
0.004624778362743827,0.003945150091655552,0.1057970778682013,0.005008261261674597
0.0031298145273618923,0.00343737512657028,0.10553760911627953,0.003862843949517932
0.004028504364437973,0.0038999194855523014,0.10552230141937796,0.0037926088655952676
0.003662495276131176,0.0033684176385805147,0.10547630485000291,0.003913766120378583
0.0023855514422692695,0.002570639269657192,0.10537677717411013,0.003812200367444191
0.0034590270829008866,0.0027847422078543767,0.10521758283808161,0.0022389398038872616
0.0023117828715741337,0.003676614350279542,0.1052934426937435,0.0030811940903577267
0.0016603008038340707,0.0022613375010769117,0.10539525702818116,0.0014740143739576583
0.0044964609658945725,0.0029105806528314016,0.10491008830886246,0.004800614913284706
0.0019467490702405974,0.002515294427288913,0.10505932931706849,0.00320046608596816
0.001844146135170237,0.002929949745883624,0.10514277019508199,0.0015838679616172631
0.0033833920099840017,0.0031687860918938595,0.10458453540811374,0.0019718931524130697
0.0022686633091548608,0.0031353371598062552,0.10466558865900995,0.0024232429869644645
0.001853545546810119,0.0014536977471525676,0.1046678036290493,0.0021512163154543294
0.0015430062520474348,0.0019984838550951033,0.10521199105720498,0.0025154346572006645
0.0011597919094496532,0.0017204554101103193,0.10481630262336943,0.002482729588211872
0.0020678850685562685,0.002906154235723464,0.10468317529480499,0.00290241543694112
0.002059648528776354,0.0021571250456305503,0.10435560538864402,0.0009990796743561845
0.0019213415707454013,0.0019876967682845356,0.10457848537085788,0.0025656401182059824
0.002687054721427585,0.001567560766592013,0.1045728004368733,0.002672188564844888
0.0011237588585999705,0.002287456614831219,0.1043769687668347,0.00143282587056273
0.0007065223827007877,0.0017514141598233158,0.10469191543944577,0.001057465121690264
0.00371433390106431,0.0018159368749824524,0.10472054610342614,0.0023785371896331876
0.0011184514791577217,0.00041805189259129424,0.10435869767547035,0.0027397813407418208
0.0007871573924896582,0.00169540598779517,0.1048271936614678,0.001084011199313149
0.0009601038774114778,0.0030851022128560164,0.10447955439224649,0.0011714311541267336
0.0018694501376710583,0.000679122968166836,0.10486082237428312,0.0014315125565984989
0.002264702560812912,0.0021596429801699004,0.10439862612622983,0.0025791313755146373
0.0014063164482843737,0.001636888890540785,0.10424217531906325,0.0012786064949030411
0.0009026068799925452,0.0009483299438836684,0.10435752213291173,0.0007205747961880693
0.0003835378814098817,0.0010102213767597358,0.10472474517380155,0.0030915178057521944
0.0024480883674821556,0.0025270680330611492,0.10445620160974832,0.0013319472360909966
0.0008756594306938954,0.0011855238234863572,0.10490396776611903,0.0007484501033834189
