Adam,Adam w/o bias correction,Adam w/ L2 regularization,AdamW weight decay
0.0015620400572008788,0.00045299045936206505,0.10465002406253489,0.0008806369209309848
0.0016091799861028455,0.00289441516343806,0.10412286501079956,0.002358426426662912
0.0018406797455175052,0.0015356090596851694,0.10463429795506635,0.001131805694058364
0.001010039245442126,0.0017711622268980413,0.10463032616711439,0.0007182107159006733
0.000564342291998513,0.0016169232704204054,0.1047125166840057,0.0025324391565179497
0.002269801590300645,0.0013554654099988228,0.1043015897059555,0.0011548972099370705
0.001540967898431308,0.0010010697446331998,0.10454325497682605,0.0017775056837993296
0.0011360409723835663,0.0017149759278049913,0.10440400052271577,0.0005463970971023917
0.0008060337408068716,0.0014476685754092407,0.10453725863260024,8.297186130128785e-05
0.0008825758427020708,0.002085959701289417,0.10463665298787929,3.9632922408270055e-05
0.001718860835103125,0.0015411004286898077,0.10481495288178833,2.9367880638577694e-05
0.0008255789200480755,0.0012472452521655175,0.10482691008367263,2.2683661096049387e-05
0.0009020027433206932,0.0008763414158590845,0.10449607490794237,1.7983239638467348e-05
0.0014953605653639985,0.0013403078172307774,0.10461541842311811,1.4919920351541596e-05
0.0019892154827034474,0.001588817502738418,0.10437316071690876,0.0044290092601328105
0.0004785742074037023,0.0007893164305142249,0.10449522621492778,0.0019430282691857291
0.00023058222516104856,0.0015690494105381927,0.10462456090506841,0.000734196320537291
4.852954671707088e-05,0.001733132244942953,0.10443716862105898,0.0010532990448926976
0.0027785564109012117,0.0013645594548728263,0.1037985833445147,0.0023213412766178703
0.0009617899130531236,0.00032557100012718275,0.10407473799139103,0.0002142165456544388
0.00033434104233558555,0.0031131208447512885,0.10417826741890136,0.001636925959660015
0.000539596179941121,0.00040904926932023043,0.1042759728385632,0.0013456492580234466
0.0017319812543051085,0.00019975371860389576,0.10450186972309754,0.0001807099295853467
0.0011141955858056008,0.0008370020669455872,0.10437591956046693,5.797764847553954e-05
0.0015944731862326306,0.0037140222731302437,0.10434352645455901,3.115014410190423e-05
0.0001981065929465963,0.0006958529540164035,0.10438488463440271,2.2867859869020076e-05
0.0008445734261344874,0.0010423104919339424,0.10457399399724723,1.831555366310787e-05
0.002478655920252115,0.0016220604267525762,0.10424706762604939,1.4493510470356745e-05
0.0007345675129382703,0.0012765679454387778,0.10432401136842681,1.1300064032399417e-05
0.0010582720777986736,0.0011080287299828798,0.10429871607837933,8.765035062093728e-06
0.0007764506937830071,0.0012184807786745223,0.1044851222158924,6.233035002811598e-06
0.0011108444693592272,9.461571360111634e-05,0.1043302908615231,0.005404120348875297
0.0006688080417578086,0.0018726061801057345,0.10456427191493353,0.0007241529059591804
0.0017682168247027431,0.000577874169325817,0.10471741924249033,0.00011435987178163223
0.000520809369299834,0.0018195353468880948,0.10453032393520797,3.416212067617988e-05
0.001223485087150153,0.0011400581635994608,0.10456100330332607,2.586048483652017e-05
0.0003724281490626362,0.0009461116239940757,0.1043472626387501,2.1393297907846432e-05
0.0006410515534472644,0.001650515539361631,0.1046167287880233,1.7402974743255245e-05
0.0014434595658483341,0.0008589064419784989,0.10452754627158647,1.4083710536082434e-05
0.0014751811604847588,0.0006228311255703224,0.10440208818485487,1.1631967522250643e-05
0.0004022216087995333,0.0015985582193977148,0.10445299595375972,9.004179005598398e-06
2.3654606281720334e-05,0.0011532073796339957,0.1048261424862166,6.7414087437223484e-06
0.0005602174586654565,0.00022418683268874093,0.10474231627199855,5.28494054096456e-06
0.0021051104049051115,0.000997926521839088,0.10484345579075056,0.005960921825966851
0.0006651333166247264,0.0018680052894569504,0.10466135931767222,0.0005386018573047328
0.0008307198534152093,0.00039447200056925643,0.10478153614315397,0.0009412408310931836
0.0010414082214359958,2.287158018753365e-05,0.10489872107600003,0.0022488288404125503
3.580990213103785e-05,6.6600679478145914e-06,0.10503631961375062,0.0003963585068317177
2.060455786995575e-06,2.907713286617987e-06,0.10526351419799744,8.965030120542141e-05
