Adam,Adam w/o bias correction
tensor(80.7717),tensor(83.2300)
tensor(93.0267),tensor(94.6167)
tensor(95.4400),tensor(96.2650)
tensor(96.4883),tensor(97.0517)
tensor(97.0583),tensor(97.5133)
tensor(97.4583),tensor(97.8000)
tensor(97.7200),tensor(98.0350)
tensor(97.9100),tensor(98.1783)
tensor(98.0750),tensor(98.2883)
tensor(98.2250),tensor(98.4117)
tensor(98.3400),tensor(98.5067)
tensor(98.4317),tensor(98.5800)
tensor(98.5200),tensor(98.6617)
tensor(98.6083),tensor(98.7467)
tensor(98.6650),tensor(98.8183)
tensor(98.7350),tensor(98.8750)
tensor(98.7950),tensor(98.9200)
tensor(98.8417),tensor(98.9667)
tensor(98.8983),tensor(99.0183)
tensor(98.9300),tensor(99.0617)
tensor(98.9783),tensor(99.0833)
tensor(99.0217),tensor(99.1183)
tensor(99.0550),tensor(99.1550)
tensor(99.0717),tensor(99.2000)
tensor(99.1000),tensor(99.2300)
tensor(99.1283),tensor(99.2717)
tensor(99.1483),tensor(99.3017)
tensor(99.1817),tensor(99.3200)
tensor(99.2183),tensor(99.3450)
tensor(99.2400),tensor(99.3833)
tensor(99.2717),tensor(99.4033)
tensor(99.2917),tensor(99.4217)
tensor(99.3067),tensor(99.4433)
tensor(99.3267),tensor(99.4517)
tensor(99.3450),tensor(99.4617)
tensor(99.3833),tensor(99.4783)
tensor(99.4100),tensor(99.4933)
tensor(99.4250),tensor(99.5267)
tensor(99.4350),tensor(99.5533)
tensor(99.4567),tensor(99.5733)
tensor(99.4750),tensor(99.5867)
tensor(99.5000),tensor(99.6000)
tensor(99.5350),tensor(99.6150)
tensor(99.5483),tensor(99.6217)
tensor(99.5633),tensor(99.6383)
tensor(99.5750),tensor(99.6583)
tensor(99.5950),tensor(99.6717)
tensor(99.6217),tensor(99.6867)
tensor(99.6300),tensor(99.6983)
tensor(99.6417),tensor(99.7167)
tensor(99.6567),tensor(99.7317)
tensor(99.6783),tensor(99.7483)
tensor(99.6867),tensor(99.7500)
tensor(99.7017),tensor(99.7567)
tensor(99.7217),tensor(99.7633)
tensor(99.7383),tensor(99.7700)
tensor(99.7433),tensor(99.7750)
tensor(99.7533),tensor(99.7833)
tensor(99.7683),tensor(99.8000)
tensor(99.7800),tensor(99.8117)
tensor(99.7867),tensor(99.8217)
tensor(99.7967),tensor(99.8283)
tensor(99.8033),tensor(99.8400)
tensor(99.8183),tensor(99.8517)
tensor(99.8300),tensor(99.8583)
tensor(99.8433),tensor(99.8617)
tensor(99.8533),tensor(99.8700)
tensor(99.8600),tensor(99.8800)
tensor(99.8633),tensor(99.8817)
tensor(99.8633),tensor(99.8933)
tensor(99.8633),tensor(99.8983)
tensor(99.8567),tensor(99.9083)
tensor(99.8517),tensor(99.9017)
tensor(99.8550),tensor(99.8850)
tensor(99.8517),tensor(99.8733)
tensor(99.8517),tensor(99.8717)
tensor(99.8350),tensor(99.8717)
tensor(99.8350),tensor(99.8750)
tensor(99.8233),tensor(99.8967)
tensor(99.7917),tensor(99.9067)
tensor(99.7683),tensor(99.9183)
tensor(99.7933),tensor(99.9350)
tensor(99.8067),tensor(99.9433)
tensor(99.8433),tensor(99.9483)
tensor(99.8800),tensor(99.9583)
tensor(99.9017),tensor(99.9650)
tensor(99.9283),tensor(99.9650)
tensor(99.9433),tensor(99.9667)
tensor(99.9500),tensor(99.9683)
tensor(99.9533),tensor(99.9700)
tensor(99.9550),tensor(99.9700)
tensor(99.9633),tensor(99.9717)
tensor(99.9667),tensor(99.9700)
tensor(99.9733),tensor(99.9567)
tensor(99.9783),tensor(99.9167)
tensor(99.9800),tensor(99.8650)
tensor(99.9767),tensor(99.8950)
tensor(99.9800),tensor(99.8967)
tensor(99.9783),tensor(99.9183)
tensor(99.9733),tensor(99.9250)
