Adam,Adam w/o bias correction
tensor(93.1100),tensor(93.2650)
tensor(98.1517),tensor(98.2117)
tensor(98.6133),tensor(98.7283)
tensor(98.8867),tensor(98.9583)
tensor(99.1033),tensor(99.1433)
tensor(99.2017),tensor(99.2717)
tensor(99.3267),tensor(99.3900)
tensor(99.4117),tensor(99.4883)
tensor(99.5333),tensor(99.5533)
tensor(99.6183),tensor(99.5983)
tensor(99.6233),tensor(99.5900)
tensor(99.6833),tensor(99.6767)
tensor(99.6783),tensor(99.6467)
tensor(99.6567),tensor(99.7067)
tensor(99.6700),tensor(99.7317)
tensor(99.7183),tensor(99.7883)
tensor(99.7900),tensor(99.8150)
tensor(99.7750),tensor(99.8483)
tensor(99.8267),tensor(99.8617)
tensor(99.8350),tensor(99.8583)
tensor(99.8567),tensor(99.8450)
tensor(99.8467),tensor(99.8883)
tensor(99.8867),tensor(99.9067)
tensor(99.8433),tensor(99.8750)
tensor(99.8783),tensor(99.8617)
tensor(99.8717),tensor(99.8483)
tensor(99.9067),tensor(99.8583)
tensor(99.8783),tensor(99.8950)
tensor(99.9417),tensor(99.8950)
tensor(99.9183),tensor(99.9067)
tensor(99.9517),tensor(99.9217)
tensor(99.9317),tensor(99.9250)
tensor(99.9400),tensor(99.9383)
tensor(99.9467),tensor(99.9617)
tensor(99.9183),tensor(99.9317)
tensor(99.9267),tensor(99.9650)
tensor(99.9567),tensor(99.9333)
tensor(99.9400),tensor(99.9150)
tensor(99.9183),tensor(99.9283)
tensor(99.9717),tensor(99.9167)
tensor(99.9583),tensor(99.9550)
tensor(99.9367),tensor(99.9317)
tensor(99.9350),tensor(99.9533)
tensor(99.9217),tensor(99.9467)
tensor(99.9850),tensor(99.9600)
tensor(99.9850),tensor(99.9333)
tensor(99.9683),tensor(99.9333)
tensor(99.9617),tensor(99.9683)
tensor(99.9550),tensor(99.9483)
tensor(99.9817),tensor(99.9883)
tensor(99.9333),tensor(99.9500)
tensor(99.9500),tensor(99.9733)
tensor(99.9767),tensor(99.9800)
tensor(99.9950),tensor(99.9683)
tensor(99.9383),tensor(99.9683)
tensor(99.9700),tensor(99.9917)
tensor(99.9967),tensor(99.9683)
tensor(99.9750),tensor(99.9333)
tensor(99.9567),tensor(99.9733)
tensor(99.9600),tensor(99.9700)
tensor(99.9567),tensor(99.9683)
tensor(99.9733),tensor(99.9650)
tensor(99.9533),tensor(99.9550)
tensor(99.9617),tensor(99.9600)
tensor(99.9750),tensor(99.9650)
tensor(99.9817),tensor(99.9867)
tensor(99.9917),tensor(99.9800)
tensor(99.9450),tensor(99.9650)
tensor(99.9733),tensor(99.9700)
tensor(99.9767),tensor(99.9700)
tensor(99.9800),tensor(99.9833)
tensor(99.9483),tensor(99.9800)
tensor(99.9650),tensor(99.9983)
tensor(99.9667),tensor(99.9833)
tensor(99.9967),tensor(99.9433)
tensor(99.9800),tensor(99.9600)
tensor(99.9517),tensor(99.9800)
tensor(99.9900),tensor(99.9717)
tensor(99.9850),tensor(99.9717)
tensor(99.9783),tensor(99.9683)
tensor(99.9700),tensor(99.9750)
tensor(99.9500),tensor(99.9833)
tensor(99.9800),tensor(99.9717)
tensor(99.9917),tensor(99.9550)
tensor(99.9867),tensor(99.9667)
tensor(99.9400),tensor(99.9650)
tensor(99.9750),tensor(99.9867)
tensor(99.9783),tensor(99.9933)
tensor(99.9717),tensor(99.9733)
tensor(99.9917),tensor(99.9767)
tensor(100.),tensor(99.9750)
tensor(99.9883),tensor(99.9633)
tensor(99.9600),tensor(99.9433)
tensor(99.9567),tensor(99.9767)
tensor(99.9783),tensor(99.9950)
tensor(99.9567),tensor(99.9950)
tensor(99.9917),tensor(99.9800)
tensor(99.9833),tensor(99.9600)
tensor(99.9767),tensor(99.9617)
tensor(99.9683),tensor(99.9200)
