Adam,Adam w/o bias correction
tensor(45.5950),tensor(57.9983)
tensor(73.7667),tensor(80.1850)
tensor(81.0267),tensor(84.5917)
tensor(84.6250),tensor(86.8767)
tensor(86.8033),tensor(88.3900)
tensor(88.3283),tensor(89.4633)
tensor(89.4000),tensor(90.1983)
tensor(90.3067),tensor(90.8417)
tensor(90.9650),tensor(91.3950)
tensor(91.5600),tensor(91.9100)
tensor(92.0683),tensor(92.3350)
tensor(92.4933),tensor(92.7167)
tensor(92.8967),tensor(93.1050)
tensor(93.3150),tensor(93.4133)
tensor(93.6817),tensor(93.7350)
tensor(94.0250),tensor(94.0250)
tensor(94.3000),tensor(94.2567)
tensor(94.5817),tensor(94.4817)
tensor(94.8133),tensor(94.7150)
tensor(95.0367),tensor(94.8917)
tensor(95.2567),tensor(95.0800)
tensor(95.4317),tensor(95.2800)
tensor(95.6083),tensor(95.4717)
tensor(95.7817),tensor(95.6100)
tensor(95.9583),tensor(95.7583)
tensor(96.1300),tensor(95.8800)
tensor(96.2583),tensor(96.0183)
tensor(96.3800),tensor(96.1217)
tensor(96.5117),tensor(96.2317)
tensor(96.6100),tensor(96.3267)
tensor(96.7067),tensor(96.4017)
tensor(96.8033),tensor(96.4850)
tensor(96.8850),tensor(96.5583)
tensor(96.9767),tensor(96.6433)
tensor(97.0517),tensor(96.7233)
tensor(97.1083),tensor(96.7833)
tensor(97.1700),tensor(96.8217)
tensor(97.2167),tensor(96.8900)
tensor(97.2700),tensor(96.9767)
tensor(97.3100),tensor(97.0133)
tensor(97.3500),tensor(97.0650)
tensor(97.3983),tensor(97.1083)
tensor(97.4383),tensor(97.1617)
tensor(97.4867),tensor(97.2333)
tensor(97.5250),tensor(97.2800)
tensor(97.5533),tensor(97.3367)
tensor(97.5900),tensor(97.3700)
tensor(97.6200),tensor(97.4100)
tensor(97.6717),tensor(97.4567)
tensor(97.7050),tensor(97.4817)
tensor(97.7467),tensor(97.5300)
tensor(97.7783),tensor(97.5600)
tensor(97.8200),tensor(97.5850)
tensor(97.8500),tensor(97.6267)
tensor(97.8833),tensor(97.6617)
tensor(97.9050),tensor(97.6917)
tensor(97.9233),tensor(97.7250)
tensor(97.9450),tensor(97.7400)
tensor(97.9683),tensor(97.7700)
tensor(98.0033),tensor(97.8000)
tensor(98.0300),tensor(97.8317)
tensor(98.0550),tensor(97.8550)
tensor(98.0767),tensor(97.8867)
tensor(98.0917),tensor(97.9150)
tensor(98.1100),tensor(97.9467)
tensor(98.1367),tensor(97.9617)
tensor(98.1533),tensor(97.9717)
tensor(98.1683),tensor(97.9900)
tensor(98.1833),tensor(98.0167)
tensor(98.1917),tensor(98.0383)
tensor(98.2050),tensor(98.0650)
tensor(98.2217),tensor(98.0917)
tensor(98.2233),tensor(98.1167)
tensor(98.2450),tensor(98.1467)
tensor(98.2600),tensor(98.1633)
tensor(98.2833),tensor(98.1800)
tensor(98.2917),tensor(98.2017)
tensor(98.3100),tensor(98.2083)
tensor(98.3283),tensor(98.2300)
tensor(98.3417),tensor(98.2483)
tensor(98.3483),tensor(98.2667)
tensor(98.3617),tensor(98.2917)
tensor(98.3667),tensor(98.3100)
tensor(98.3783),tensor(98.3233)
tensor(98.3917),tensor(98.3467)
tensor(98.4083),tensor(98.3583)
tensor(98.4233),tensor(98.3733)
tensor(98.4333),tensor(98.3950)
tensor(98.4517),tensor(98.4100)
tensor(98.4633),tensor(98.4183)
tensor(98.4767),tensor(98.4233)
tensor(98.4833),tensor(98.4317)
tensor(98.4950),tensor(98.4400)
tensor(98.4983),tensor(98.4367)
tensor(98.5167),tensor(98.4517)
tensor(98.5250),tensor(98.4583)
tensor(98.5367),tensor(98.4650)
tensor(98.5467),tensor(98.4667)
tensor(98.5567),tensor(98.4783)
tensor(98.5717),tensor(98.4867)
