Adam,Adam w/o bias correction
tensor(49.6683),tensor(71.3983)
tensor(78.9283),tensor(84.7467)
tensor(84.4650),tensor(87.4317)
tensor(87.3517),tensor(89.0167)
tensor(89.0033),tensor(90.1267)
tensor(90.1583),tensor(90.9450)
tensor(90.9567),tensor(91.5700)
tensor(91.5417),tensor(92.1267)
tensor(92.1150),tensor(92.5867)
tensor(92.5817),tensor(93.0067)
tensor(92.9617),tensor(93.3750)
tensor(93.3417),tensor(93.7183)
tensor(93.6817),tensor(94.)
tensor(94.0167),tensor(94.2533)
tensor(94.2983),tensor(94.4933)
tensor(94.5383),tensor(94.6717)
tensor(94.7633),tensor(94.8350)
tensor(94.9983),tensor(95.0317)
tensor(95.1700),tensor(95.1883)
tensor(95.3367),tensor(95.3450)
tensor(95.4850),tensor(95.5150)
tensor(95.6283),tensor(95.6550)
tensor(95.7500),tensor(95.8017)
tensor(95.8750),tensor(95.9133)
tensor(96.0033),tensor(96.0250)
tensor(96.1117),tensor(96.1033)
tensor(96.2283),tensor(96.1800)
tensor(96.2900),tensor(96.2483)
tensor(96.3500),tensor(96.3367)
tensor(96.4383),tensor(96.4183)
tensor(96.5050),tensor(96.5083)
tensor(96.5933),tensor(96.5917)
tensor(96.6567),tensor(96.6633)
tensor(96.7367),tensor(96.7433)
tensor(96.8017),tensor(96.7950)
tensor(96.8633),tensor(96.8717)
tensor(96.9433),tensor(96.9350)
tensor(96.9967),tensor(96.9883)
tensor(97.0250),tensor(97.0333)
tensor(97.0800),tensor(97.0700)
tensor(97.1333),tensor(97.1217)
tensor(97.1983),tensor(97.1550)
tensor(97.2500),tensor(97.1833)
tensor(97.2967),tensor(97.2267)
tensor(97.3433),tensor(97.2750)
tensor(97.4017),tensor(97.3017)
tensor(97.4533),tensor(97.3400)
tensor(97.4967),tensor(97.3767)
tensor(97.5233),tensor(97.4167)
tensor(97.5383),tensor(97.4500)
tensor(97.5717),tensor(97.5017)
tensor(97.6217),tensor(97.5367)
tensor(97.6467),tensor(97.5783)
tensor(97.6800),tensor(97.6167)
tensor(97.7200),tensor(97.6500)
tensor(97.7333),tensor(97.6700)
tensor(97.7617),tensor(97.6983)
tensor(97.7767),tensor(97.7367)
tensor(97.8083),tensor(97.7633)
tensor(97.8433),tensor(97.7850)
tensor(97.8717),tensor(97.8017)
tensor(97.9017),tensor(97.8133)
tensor(97.9183),tensor(97.8317)
tensor(97.9467),tensor(97.8550)
tensor(97.9550),tensor(97.8833)
tensor(97.9900),tensor(97.9033)
tensor(98.0050),tensor(97.9283)
tensor(98.0267),tensor(97.9517)
tensor(98.0417),tensor(97.9717)
tensor(98.0617),tensor(97.9817)
tensor(98.0817),tensor(98.0083)
tensor(98.1000),tensor(98.0167)
tensor(98.1117),tensor(98.0367)
tensor(98.1250),tensor(98.0567)
tensor(98.1367),tensor(98.0750)
tensor(98.1567),tensor(98.0900)
tensor(98.1617),tensor(98.1017)
tensor(98.1717),tensor(98.1183)
tensor(98.1850),tensor(98.1350)
tensor(98.2000),tensor(98.1500)
tensor(98.2067),tensor(98.1633)
tensor(98.2250),tensor(98.1850)
tensor(98.2517),tensor(98.1950)
tensor(98.2617),tensor(98.2067)
tensor(98.2767),tensor(98.2283)
tensor(98.2917),tensor(98.2400)
tensor(98.3100),tensor(98.2517)
tensor(98.3200),tensor(98.2633)
tensor(98.3350),tensor(98.2767)
tensor(98.3467),tensor(98.2917)
tensor(98.3567),tensor(98.3133)
tensor(98.3733),tensor(98.3300)
tensor(98.3933),tensor(98.3450)
tensor(98.4033),tensor(98.3550)
tensor(98.4100),tensor(98.3667)
tensor(98.4167),tensor(98.3850)
tensor(98.4300),tensor(98.3933)
tensor(98.4433),tensor(98.4117)
tensor(98.4533),tensor(98.4183)
tensor(98.4617),tensor(98.4333)
