Adam,Adam w/o bias correction
tensor(83.9733),tensor(91.0083)
tensor(94.1167),tensor(95.9000)
tensor(95.9383),tensor(96.8950)
tensor(96.8200),tensor(97.3933)
tensor(97.2850),tensor(97.6983)
tensor(97.6283),tensor(97.9217)
tensor(97.8833),tensor(98.1133)
tensor(98.0583),tensor(98.2633)
tensor(98.2167),tensor(98.3967)
tensor(98.3550),tensor(98.4750)
tensor(98.4417),tensor(98.5567)
tensor(98.5300),tensor(98.6367)
tensor(98.6250),tensor(98.7050)
tensor(98.6967),tensor(98.7817)
tensor(98.7717),tensor(98.8283)
tensor(98.8367),tensor(98.8850)
tensor(98.8850),tensor(98.9250)
tensor(98.9400),tensor(98.9783)
tensor(98.9767),tensor(99.0283)
tensor(99.0017),tensor(99.0683)
tensor(99.0400),tensor(99.0967)
tensor(99.0700),tensor(99.1267)
tensor(99.0983),tensor(99.1700)
tensor(99.1383),tensor(99.2017)
tensor(99.1750),tensor(99.2317)
tensor(99.2067),tensor(99.2550)
tensor(99.2367),tensor(99.2983)
tensor(99.2867),tensor(99.3233)
tensor(99.3050),tensor(99.3450)
tensor(99.3367),tensor(99.3717)
tensor(99.3667),tensor(99.4067)
tensor(99.3933),tensor(99.4400)
tensor(99.4133),tensor(99.4717)
tensor(99.4350),tensor(99.4983)
tensor(99.4550),tensor(99.5233)
tensor(99.4700),tensor(99.5383)
tensor(99.4983),tensor(99.5600)
tensor(99.5250),tensor(99.5833)
tensor(99.5400),tensor(99.5983)
tensor(99.5683),tensor(99.6167)
tensor(99.5850),tensor(99.6367)
tensor(99.6117),tensor(99.6550)
tensor(99.6250),tensor(99.6733)
tensor(99.6433),tensor(99.6833)
tensor(99.6650),tensor(99.6967)
tensor(99.6750),tensor(99.7217)
tensor(99.6867),tensor(99.7350)
tensor(99.7017),tensor(99.7483)
tensor(99.7067),tensor(99.7633)
tensor(99.7167),tensor(99.7800)
tensor(99.7367),tensor(99.7917)
tensor(99.7450),tensor(99.8067)
tensor(99.7600),tensor(99.8217)
tensor(99.7700),tensor(99.8333)
tensor(99.7833),tensor(99.8400)
tensor(99.7983),tensor(99.8550)
tensor(99.8150),tensor(99.8650)
tensor(99.8283),tensor(99.8733)
tensor(99.8433),tensor(99.8817)
tensor(99.8533),tensor(99.8900)
tensor(99.8650),tensor(99.9033)
tensor(99.8750),tensor(99.9117)
tensor(99.8867),tensor(99.9133)
tensor(99.8933),tensor(99.9150)
tensor(99.9017),tensor(99.9250)
tensor(99.9067),tensor(99.9383)
tensor(99.9117),tensor(99.9383)
tensor(99.9217),tensor(99.9433)
tensor(99.9233),tensor(99.9483)
tensor(99.9267),tensor(99.9533)
tensor(99.9333),tensor(99.9550)
tensor(99.9383),tensor(99.9617)
tensor(99.9433),tensor(99.9633)
tensor(99.9517),tensor(99.9650)
tensor(99.9517),tensor(99.9667)
tensor(99.9550),tensor(99.9667)
tensor(99.9583),tensor(99.9733)
tensor(99.9617),tensor(99.9733)
tensor(99.9633),tensor(99.9733)
tensor(99.9650),tensor(99.9767)
tensor(99.9683),tensor(99.9767)
tensor(99.9717),tensor(99.9800)
tensor(99.9717),tensor(99.9817)
tensor(99.9733),tensor(99.9833)
tensor(99.9750),tensor(99.9850)
tensor(99.9783),tensor(99.9867)
tensor(99.9833),tensor(99.9867)
tensor(99.9883),tensor(99.9883)
tensor(99.9883),tensor(99.9883)
tensor(99.9900),tensor(99.9917)
tensor(99.9950),tensor(99.9917)
tensor(99.9950),tensor(99.9950)
tensor(99.9967),tensor(99.9950)
tensor(99.9967),tensor(99.9983)
tensor(99.9967),tensor(100.)
tensor(99.9967),tensor(99.9983)
tensor(99.9983),tensor(99.9267)
tensor(100.),tensor(99.9600)
tensor(99.9867),tensor(99.9833)
tensor(99.9700),tensor(99.9983)
